               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 164,            0.029822,            0.010523,                   0,             0.72659,             0.43333,             0.48367,             0.26341,             0.04944,           0.0092494,                   0,           0.0094621,           0.0094621,           0.0094621
                 165,            0.030168,            0.010821,                   0,             0.80316,             0.48333,             0.51262,             0.26278,            0.047705,           0.0094388,                   0,           0.0094588,           0.0094588,           0.0094588
                 166,            0.031709,            0.011148,                   0,             0.76509,             0.53333,             0.54413,              0.2643,            0.046872,           0.0093374,                   0,           0.0094555,           0.0094555,           0.0094555
                 167,            0.031794,            0.010939,                   0,             0.69051,             0.55785,             0.55668,             0.26346,            0.047412,           0.0091293,                   0,           0.0094522,           0.0094522,           0.0094522
                 168,            0.030808,            0.011145,                   0,             0.88357,             0.43333,             0.55827,             0.28031,            0.047429,           0.0090995,                   0,           0.0094489,           0.0094489,           0.0094489
                 169,            0.035258,            0.011224,                   0,             0.73669,             0.43333,             0.51981,             0.24552,            0.048151,           0.0087974,                   0,           0.0094456,           0.0094456,           0.0094456
                 170,            0.035395,           0.0092517,                   0,              0.6649,             0.33333,             0.37456,             0.19171,            0.051236,            0.011659,                   0,           0.0094423,           0.0094423,           0.0094423
                 171,            0.032215,            0.010657,                   0,              0.6732,             0.38333,             0.45129,             0.21681,             0.04965,           0.0099778,                   0,            0.009439,            0.009439,            0.009439
                 172,            0.029956,            0.010257,                   0,             0.65622,              0.4773,              0.4933,             0.22321,            0.048775,            0.009979,                   0,           0.0094357,           0.0094357,           0.0094357
                 173,            0.031901,             0.01062,                   0,             0.52731,             0.33333,             0.39439,             0.18397,            0.047193,            0.012124,                   0,           0.0094324,           0.0094324,           0.0094324
                 174,            0.028128,            0.010487,                   0,             0.42264,             0.28333,             0.29772,             0.13753,            0.053625,            0.013776,                   0,           0.0094291,           0.0094291,           0.0094291
                 175,            0.030333,           0.0091902,                   0,             0.66632,             0.23333,             0.33655,             0.15171,            0.052164,            0.012239,                   0,           0.0094258,           0.0094258,           0.0094258
                 176,            0.028879,           0.0098161,                   0,             0.53296,             0.36667,             0.38951,             0.15657,             0.05002,            0.011195,                   0,           0.0094225,           0.0094225,           0.0094225
                 177,            0.032067,            0.010085,                   0,              0.5092,             0.46667,             0.42355,             0.20691,            0.046302,            0.010015,                   0,           0.0094192,           0.0094192,           0.0094192
                 178,             0.03142,            0.010655,                   0,             0.40174,            0.083333,            0.087017,            0.041358,            0.078541,            0.014949,                   0,           0.0094159,           0.0094159,           0.0094159
                 179,            0.030681,           0.0098043,                   0,             0.69438,             0.28333,             0.36551,             0.16745,            0.053334,            0.012013,                   0,           0.0094126,           0.0094126,           0.0094126
                 180,            0.032241,           0.0091722,                   0,              0.6387,             0.31667,             0.36598,             0.15423,            0.051312,            0.012435,                   0,           0.0094093,           0.0094093,           0.0094093
                 181,            0.031623,            0.010637,                   0,             0.67152,                0.25,             0.28621,             0.15005,            0.063026,            0.012279,                   0,            0.009406,            0.009406,            0.009406
                 182,            0.030137,            0.010342,                   0,             0.82608,             0.36667,             0.40759,             0.22017,            0.050435,            0.012084,                   0,           0.0094027,           0.0094027,           0.0094027
                 183,            0.028963,           0.0094166,                   0,             0.76928,             0.44466,              0.4644,             0.23946,            0.044352,            0.011394,                   0,           0.0093994,           0.0093994,           0.0093994
                 184,            0.031399,            0.011033,                   0,             0.74687,              0.4427,             0.48359,              0.2591,            0.043377,              0.0108,                   0,           0.0093961,           0.0093961,           0.0093961
                 185,             0.03017,            0.010382,                   0,              0.5264,             0.38333,             0.38926,             0.20742,            0.048738,            0.011642,                   0,           0.0093928,           0.0093928,           0.0093928
                 186,            0.029017,            0.010812,                   0,             0.66274,             0.38333,             0.44153,              0.2178,            0.046033,            0.010758,                   0,           0.0093895,           0.0093895,           0.0093895
                 187,            0.030959,            0.011147,                   0,             0.72936,             0.49417,             0.50467,             0.24797,             0.04473,           0.0096211,                   0,           0.0093862,           0.0093862,           0.0093862
                 188,            0.030298,            0.010016,                   0,             0.82901,                 0.5,             0.55738,             0.28885,            0.045548,           0.0089602,                   0,           0.0093829,           0.0093829,           0.0093829
                 189,            0.031937,            0.010075,                   0,             0.67433,                0.25,             0.30333,             0.17332,            0.052747,            0.012258,                   0,           0.0093796,           0.0093796,           0.0093796
                 190,            0.032743,            0.010614,                   0,              0.5339,             0.36667,             0.36684,             0.19902,            0.049898,            0.011293,                   0,           0.0093763,           0.0093763,           0.0093763
                 191,             0.03013,           0.0092842,                   0,             0.90191,             0.45987,             0.54177,             0.28116,            0.045362,             0.00951,                   0,            0.009373,            0.009373,            0.009373
                 192,            0.032311,            0.010396,                   0,             0.88361,             0.21667,             0.28681,             0.15337,            0.053148,            0.013524,                   0,           0.0093697,           0.0093697,           0.0093697
                 193,            0.027233,           0.0087887,                   0,             0.75812,             0.41667,             0.48889,             0.27829,            0.045423,           0.0091529,                   0,           0.0093664,           0.0093664,           0.0093664
                 194,            0.029178,           0.0089393,                   0,             0.67906,                 0.4,             0.41238,             0.21126,            0.046332,            0.010922,                   0,           0.0093631,           0.0093631,           0.0093631
                 195,            0.030779,           0.0098476,                   0,             0.69659,             0.48333,             0.52686,             0.26034,            0.043386,           0.0090084,                   0,           0.0093598,           0.0093598,           0.0093598
                 196,             0.03001,           0.0094536,                   0,             0.60749,             0.46667,             0.45959,             0.24228,            0.043257,           0.0096779,                   0,           0.0093565,           0.0093565,           0.0093565
                 197,            0.030063,            0.010821,                   0,              0.8681,             0.54848,             0.57967,             0.31343,            0.041348,           0.0084515,                   0,           0.0093532,           0.0093532,           0.0093532
                 198,            0.031285,           0.0090225,                   0,             0.77439,             0.53333,             0.57264,             0.31231,            0.041707,           0.0086322,                   0,           0.0093499,           0.0093499,           0.0093499
                 199,            0.029229,            0.010206,                   0,             0.80433,                0.45,             0.51077,             0.29137,            0.041099,           0.0093222,                   0,           0.0093466,           0.0093466,           0.0093466
                 200,            0.030405,           0.0090127,                   0,             0.77596,             0.43333,              0.4724,             0.24958,            0.042074,             0.01002,                   0,           0.0093433,           0.0093433,           0.0093433
                 201,            0.032831,            0.009194,                   0,             0.58323,                 0.5,             0.47228,             0.22551,            0.044421,            0.010147,                   0,             0.00934,             0.00934,             0.00934
                 202,            0.029468,            0.010296,                   0,             0.64342,                0.55,             0.54174,             0.26129,            0.040283,           0.0098228,                   0,           0.0093367,           0.0093367,           0.0093367
                 203,            0.029571,           0.0090967,                   0,             0.69464,                 0.5,             0.53366,             0.24633,            0.040624,           0.0097427,                   0,           0.0093334,           0.0093334,           0.0093334
                 204,            0.029288,            0.010531,                   0,             0.62585,             0.50186,             0.50419,             0.23936,            0.042493,           0.0097666,                   0,           0.0093301,           0.0093301,           0.0093301
                 205,            0.028479,           0.0084684,                   0,              0.5533,             0.33333,             0.39663,             0.23636,            0.044352,            0.011513,                   0,           0.0093268,           0.0093268,           0.0093268
                 206,            0.028136,           0.0099229,                   0,             0.59468,             0.39135,             0.42106,              0.2366,            0.044119,            0.011078,                   0,           0.0093235,           0.0093235,           0.0093235
                 207,            0.030676,           0.0097753,                   0,             0.73996,             0.56915,             0.56948,             0.31446,             0.03903,           0.0085683,                   0,           0.0093202,           0.0093202,           0.0093202
                 208,            0.027729,           0.0089354,                   0,             0.69099,             0.53333,             0.54119,             0.28158,            0.040654,            0.009028,                   0,           0.0093169,           0.0093169,           0.0093169
                 209,            0.028523,            0.010418,                   0,             0.74258,             0.56667,             0.55942,             0.31257,            0.041383,             0.00912,                   0,           0.0093136,           0.0093136,           0.0093136
                 210,            0.028368,            0.011061,                   0,             0.72536,              0.5283,              0.5429,             0.28551,            0.042222,           0.0094109,                   0,           0.0093103,           0.0093103,           0.0093103
                 211,            0.031642,            0.010445,                   0,             0.64739,                 0.6,             0.57024,             0.28991,            0.042317,           0.0095258,                   0,            0.009307,            0.009307,            0.009307
                 212,             0.02977,           0.0094664,                   0,             0.72855,             0.56667,             0.56853,             0.29291,            0.041238,           0.0093107,                   0,           0.0093037,           0.0093037,           0.0093037
                 213,            0.028376,           0.0086366,                   0,             0.71143,             0.53417,              0.5609,             0.30832,            0.040347,           0.0094719,                   0,           0.0093004,           0.0093004,           0.0093004
                 214,            0.029856,            0.010554,                   0,             0.73458,             0.53333,              0.5535,             0.27793,            0.041174,           0.0098748,                   0,           0.0092971,           0.0092971,           0.0092971
                 215,            0.027691,           0.0084025,                   0,             0.78825,                 0.5,             0.53103,             0.25226,            0.042746,           0.0097251,                   0,           0.0092938,           0.0092938,           0.0092938
                 216,            0.028955,            0.008898,                   0,              0.6764,             0.51667,             0.56163,             0.30089,            0.041469,            0.009469,                   0,           0.0092905,           0.0092905,           0.0092905
                 217,            0.030656,            0.010071,                   0,             0.78453,             0.48551,             0.54468,              0.2969,            0.040407,           0.0094905,                   0,           0.0092872,           0.0092872,           0.0092872
                 218,            0.028265,           0.0090132,                   0,             0.82855,             0.41667,             0.53565,             0.28821,             0.04471,           0.0099778,                   0,           0.0092839,           0.0092839,           0.0092839
                 219,            0.029796,            0.010111,                   0,             0.71856,             0.43333,             0.49958,             0.25147,            0.046461,            0.010492,                   0,           0.0092806,           0.0092806,           0.0092806
                 220,            0.029498,           0.0098358,                   0,             0.64494,                0.55,             0.58772,              0.3293,            0.042014,           0.0087833,                   0,           0.0092773,           0.0092773,           0.0092773
                 221,            0.027852,           0.0094777,                   0,             0.64488,             0.58333,             0.59874,             0.33599,            0.043043,           0.0088735,                   0,            0.009274,            0.009274,            0.009274
                 222,            0.029206,           0.0093436,                   0,             0.75088,             0.56667,             0.60893,             0.32483,             0.04622,           0.0089128,                   0,           0.0092707,           0.0092707,           0.0092707
                 223,            0.030455,            0.010491,                   0,             0.88601,              0.5182,             0.60265,             0.30289,            0.046564,           0.0095301,                   0,           0.0092674,           0.0092674,           0.0092674
                 224,            0.028657,           0.0094077,                   0,              0.6329,             0.51667,             0.56058,             0.29394,            0.047126,           0.0095212,                   0,           0.0092641,           0.0092641,           0.0092641
                 225,            0.027963,           0.0085834,                   0,             0.60746,                0.45,              0.4721,             0.25011,            0.051196,            0.010288,                   0,           0.0092608,           0.0092608,           0.0092608
                 226,            0.026411,           0.0094997,                   0,             0.66327,             0.39405,              0.4386,              0.2211,            0.055578,            0.010597,                   0,           0.0092575,           0.0092575,           0.0092575
                 227,            0.029527,            0.010816,                   0,             0.55331,             0.22725,             0.25845,             0.11984,            0.062667,            0.012584,                   0,           0.0092542,           0.0092542,           0.0092542
                 228,            0.026266,           0.0097788,                   0,             0.85435,             0.58333,             0.59081,             0.33078,             0.04329,           0.0087457,                   0,           0.0092509,           0.0092509,           0.0092509
                 229,            0.027265,           0.0092206,                   0,             0.76332,             0.51667,             0.55813,             0.29057,            0.046317,           0.0088809,                   0,           0.0092476,           0.0092476,           0.0092476
                 230,            0.026885,           0.0098193,                   0,             0.78725,             0.46667,             0.53968,             0.29921,            0.045034,           0.0088575,                   0,           0.0092443,           0.0092443,           0.0092443
                 231,            0.028628,           0.0089718,                   0,             0.81803,             0.48333,             0.51775,             0.29384,            0.045752,           0.0084887,                   0,            0.009241,            0.009241,            0.009241
                 232,            0.029774,           0.0097494,                   0,             0.50449,             0.28333,             0.38383,             0.21335,            0.052227,            0.011029,                   0,           0.0092377,           0.0092377,           0.0092377
                 233,            0.028055,            0.010469,                   0,             0.74793,             0.49462,             0.54748,             0.29288,            0.046815,           0.0087662,                   0,           0.0092344,           0.0092344,           0.0092344
                 234,            0.029346,           0.0085449,                   0,             0.61418,             0.38333,             0.45961,              0.2635,            0.045805,           0.0095849,                   0,           0.0092311,           0.0092311,           0.0092311
                 235,            0.029973,           0.0082532,                   0,             0.56437,             0.25926,             0.30594,             0.15504,            0.054443,             0.01252,                   0,           0.0092278,           0.0092278,           0.0092278
                 236,            0.030339,            0.010598,                   0,             0.66596,             0.38333,             0.45678,             0.24252,             0.04531,             0.01009,                   0,           0.0092245,           0.0092245,           0.0092245
                 237,            0.029786,           0.0083487,                   0,             0.60383,             0.33333,             0.39037,             0.22234,            0.046524,              0.0109,                   0,           0.0092212,           0.0092212,           0.0092212
                 238,            0.027703,              0.0104,                   0,             0.74713,                 0.3,             0.35458,             0.20228,            0.048135,            0.012209,                   0,           0.0092179,           0.0092179,           0.0092179
                 239,            0.026899,           0.0083736,                   0,              0.5658,             0.33333,             0.41069,             0.23398,            0.045931,            0.011527,                   0,           0.0092146,           0.0092146,           0.0092146
                 240,            0.027238,            0.007752,                   0,             0.65291,                 0.5,             0.54678,             0.30093,            0.043643,            0.009901,                   0,           0.0092113,           0.0092113,           0.0092113
                 241,            0.027896,           0.0094139,                   0,             0.75281,             0.46667,             0.50549,             0.27802,            0.043198,           0.0093937,                   0,            0.009208,            0.009208,            0.009208
                 242,            0.027439,           0.0085471,                   0,             0.76505,             0.43333,             0.50479,             0.26918,            0.042779,           0.0099974,                   0,           0.0092047,           0.0092047,           0.0092047
                 243,            0.027314,            0.008758,                   0,             0.67609,                 0.5,             0.53232,             0.26805,            0.043629,           0.0098081,                   0,           0.0092014,           0.0092014,           0.0092014
                 244,            0.027454,           0.0081371,                   0,             0.79175,             0.43333,              0.5128,             0.27565,            0.044114,           0.0098891,                   0,           0.0091981,           0.0091981,           0.0091981
                 245,             0.02791,           0.0085147,                   0,             0.75312,             0.48333,             0.54906,             0.29923,            0.044921,           0.0095973,                   0,           0.0091948,           0.0091948,           0.0091948
                 246,            0.027824,           0.0084582,                   0,             0.66171,             0.46667,              0.4848,              0.2576,             0.04753,           0.0099792,                   0,           0.0091915,           0.0091915,           0.0091915
                 247,            0.028608,           0.0082078,                   0,             0.34785,                0.25,             0.24607,            0.099398,            0.057032,            0.013533,                   0,           0.0091882,           0.0091882,           0.0091882
                 248,            0.026717,           0.0089229,                   0,             0.85671,             0.49829,             0.52825,             0.29603,            0.042844,           0.0097198,                   0,           0.0091849,           0.0091849,           0.0091849
                 249,             0.02714,           0.0088978,                   0,             0.30014,             0.28333,             0.18659,            0.096621,            0.050846,            0.014026,                   0,           0.0091816,           0.0091816,           0.0091816
                 250,            0.028545,           0.0091358,                   0,             0.37138,             0.23333,             0.18667,              0.1007,            0.052065,            0.014125,                   0,           0.0091783,           0.0091783,           0.0091783
                 251,            0.026797,           0.0088405,                   0,             0.70325,             0.36667,              0.4626,             0.21558,            0.049399,            0.011877,                   0,            0.009175,            0.009175,            0.009175
                 252,            0.028098,           0.0085006,                   0,             0.17825,            0.083333,             0.07949,            0.034353,             0.06391,            0.018547,                   0,           0.0091717,           0.0091717,           0.0091717
                 253,            0.026432,           0.0093178,                   0,             0.39661,            0.083333,            0.077106,            0.035618,            0.064694,            0.018943,                   0,           0.0091684,           0.0091684,           0.0091684
                 254,            0.027316,           0.0090539,                   0,             0.39575,             0.16667,             0.14056,             0.06372,            0.059732,            0.016587,                   0,           0.0091651,           0.0091651,           0.0091651
                 255,            0.026535,           0.0097003,                   0,             0.26459,             0.23333,             0.16374,            0.097569,            0.054515,            0.015873,                   0,           0.0091618,           0.0091618,           0.0091618
                 256,            0.026561,           0.0088877,                   0,             0.21331,            0.083333,            0.090878,            0.049279,             0.05677,            0.018651,                   0,           0.0091585,           0.0091585,           0.0091585
                 257,            0.026756,           0.0089531,                   0,             0.19941,             0.13333,            0.080165,             0.03875,            0.056342,            0.019241,                   0,           0.0091552,           0.0091552,           0.0091552
                 258,            0.029021,           0.0086938,                   0,             0.65117,             0.37346,             0.42806,             0.22379,            0.050524,            0.012225,                   0,           0.0091519,           0.0091519,           0.0091519
                 259,            0.027753,           0.0088192,                   0,             0.74064,             0.33333,             0.38423,             0.18333,            0.051734,            0.013395,                   0,           0.0091486,           0.0091486,           0.0091486
                 260,            0.028348,           0.0088829,                   0,             0.37978,             0.18333,               0.207,            0.091673,            0.054893,            0.015996,                   0,           0.0091453,           0.0091453,           0.0091453
                 261,            0.027415,           0.0089889,                   0,             0.79273,             0.41667,             0.46516,             0.25479,            0.044794,            0.010649,                   0,            0.009142,            0.009142,            0.009142
                 262,            0.028484,            0.009039,                   0,             0.74461,             0.46667,             0.50212,             0.26457,            0.042405,           0.0098515,                   0,           0.0091387,           0.0091387,           0.0091387
                 263,            0.027455,            0.010667,                   0,             0.69326,                 0.5,              0.5131,             0.27883,             0.04233,           0.0095592,                   0,           0.0091354,           0.0091354,           0.0091354
                 264,            0.026171,           0.0097311,                   0,             0.70311,                0.45,             0.49512,             0.25296,            0.043577,            0.010157,                   0,           0.0091321,           0.0091321,           0.0091321
                 265,            0.024602,           0.0089414,                   0,             0.69679,             0.42139,             0.49487,             0.25026,            0.043537,            0.010625,                   0,           0.0091288,           0.0091288,           0.0091288
                 266,            0.025764,           0.0081292,                   0,             0.75084,             0.53333,             0.58813,             0.30882,            0.040425,           0.0095186,                   0,           0.0091255,           0.0091255,           0.0091255
                 267,            0.030412,           0.0086634,                   0,             0.82038,             0.41667,              0.5175,             0.25681,            0.043584,             0.01031,                   0,           0.0091222,           0.0091222,           0.0091222
                 268,            0.026001,           0.0098588,                   0,             0.74934,             0.48333,             0.54804,             0.28484,            0.043381,            0.010005,                   0,           0.0091189,           0.0091189,           0.0091189
                 269,            0.025854,           0.0085086,                   0,             0.54011,             0.51667,             0.50678,             0.26909,            0.045084,            0.010283,                   0,           0.0091156,           0.0091156,           0.0091156
                 270,            0.028874,           0.0086102,                   0,             0.44198,                0.15,             0.14402,            0.068054,            0.061544,            0.016102,                   0,           0.0091123,           0.0091123,           0.0091123
                 271,            0.025345,           0.0093589,                   0,             0.35485,                0.15,              0.1545,            0.064234,            0.058516,            0.016199,                   0,            0.009109,            0.009109,            0.009109
                 272,            0.025799,            0.008294,                   0,             0.67147,             0.37483,              0.4022,             0.21908,             0.05179,            0.011901,                   0,           0.0091057,           0.0091057,           0.0091057
                 273,            0.024955,           0.0086489,                   0,             0.69765,                 0.5,             0.49443,             0.27066,            0.046977,            0.010623,                   0,           0.0091024,           0.0091024,           0.0091024
                 274,            0.027117,           0.0083356,                   0,             0.77092,             0.48333,             0.55592,             0.31596,            0.044009,           0.0095863,                   0,           0.0090991,           0.0090991,           0.0090991
                 275,            0.029096,           0.0089014,                   0,             0.72032,                 0.5,             0.53861,             0.31024,            0.042365,           0.0096936,                   0,           0.0090958,           0.0090958,           0.0090958
                 276,            0.026498,           0.0092837,                   0,             0.67754,             0.53333,             0.54411,              0.2924,            0.043007,           0.0099266,                   0,           0.0090925,           0.0090925,           0.0090925
                 277,            0.025336,            0.007779,                   0,             0.64536,                0.45,              0.4825,             0.26553,             0.04623,            0.010871,                   0,           0.0090892,           0.0090892,           0.0090892
                 278,            0.026166,           0.0094577,                   0,             0.64162,             0.56667,             0.58695,             0.33422,            0.045077,           0.0088143,                   0,           0.0090859,           0.0090859,           0.0090859
                 279,            0.026096,           0.0088823,                   0,             0.65506,             0.37989,             0.48004,             0.24714,            0.048443,           0.0095441,                   0,           0.0090826,           0.0090826,           0.0090826
                 280,             0.02586,            0.008098,                   0,              0.6776,             0.56667,             0.58769,             0.30561,            0.045564,           0.0089047,                   0,           0.0090793,           0.0090793,           0.0090793
                 281,            0.025915,            0.008947,                   0,             0.69087,             0.56667,             0.58383,             0.30678,            0.044701,           0.0088444,                   0,            0.009076,            0.009076,            0.009076
                 282,            0.026164,           0.0088568,                   0,             0.67018,             0.53333,             0.57374,             0.31432,            0.043097,           0.0087123,                   0,           0.0090727,           0.0090727,           0.0090727
                 283,            0.024783,           0.0088823,                   0,             0.67741,             0.49007,             0.55804,             0.31373,            0.041601,           0.0084662,                   0,           0.0090694,           0.0090694,           0.0090694
                 284,            0.025116,           0.0082602,                   0,             0.66362,             0.56667,             0.59968,             0.32697,            0.041888,           0.0083704,                   0,           0.0090661,           0.0090661,           0.0090661
                 285,            0.026154,           0.0096723,                   0,             0.76793,             0.51667,             0.59265,             0.31642,            0.043112,            0.008584,                   0,           0.0090628,           0.0090628,           0.0090628
                 286,            0.023655,           0.0093149,                   0,             0.65961,             0.56667,             0.58695,             0.30355,            0.043259,           0.0088553,                   0,           0.0090595,           0.0090595,           0.0090595
                 287,            0.027574,           0.0085205,                   0,             0.69807,                 0.5,             0.56044,             0.29831,             0.04259,           0.0089254,                   0,           0.0090562,           0.0090562,           0.0090562
                 288,             0.02505,           0.0086152,                   0,             0.69475,                0.55,              0.5763,             0.32871,            0.041858,           0.0087519,                   0,           0.0090529,           0.0090529,           0.0090529
                 289,            0.024151,           0.0087651,                   0,             0.67376,             0.51632,             0.56421,             0.30565,            0.044551,           0.0085793,                   0,           0.0090496,           0.0090496,           0.0090496
                 290,            0.024214,           0.0089407,                   0,               0.741,                 0.5,             0.60863,             0.34047,            0.041548,           0.0083847,                   0,           0.0090463,           0.0090463,           0.0090463
                 291,            0.025922,           0.0084074,                   0,              0.7709,                 0.5,             0.57995,             0.32798,             0.04318,            0.008729,                   0,            0.009043,            0.009043,            0.009043
                 292,            0.025861,           0.0079264,                   0,             0.78463,             0.38333,             0.51173,             0.27821,            0.042568,            0.010252,                   0,           0.0090397,           0.0090397,           0.0090397
                 293,            0.026837,           0.0082959,                   0,             0.71667,                0.45,             0.53058,              0.2937,            0.043277,            0.009922,                   0,           0.0090364,           0.0090364,           0.0090364
                 294,            0.029279,           0.0085563,                   0,             0.80982,                0.45,             0.56977,             0.29804,            0.039194,           0.0097713,                   0,           0.0090331,           0.0090331,           0.0090331
                 295,            0.024222,           0.0087574,                   0,             0.74909,                 0.5,             0.55174,             0.28796,            0.040512,           0.0095649,                   0,           0.0090298,           0.0090298,           0.0090298
                 296,            0.024378,           0.0083684,                   0,             0.75572,             0.36667,             0.42096,             0.23834,            0.046131,            0.010641,                   0,           0.0090265,           0.0090265,           0.0090265
                 297,             0.02768,           0.0087894,                   0,             0.74397,             0.48333,             0.50217,             0.26056,            0.043232,           0.0097594,                   0,           0.0090232,           0.0090232,           0.0090232
                 298,            0.025009,            0.009101,                   0,             0.61829,             0.48333,             0.49807,             0.26704,            0.043644,           0.0095224,                   0,           0.0090199,           0.0090199,           0.0090199
                 299,            0.025133,           0.0088828,                   0,             0.65184,             0.49927,              0.5151,             0.27257,            0.042831,           0.0094709,                   0,           0.0090166,           0.0090166,           0.0090166
                 300,            0.025166,            0.008547,                   0,             0.64309,             0.53333,             0.56045,             0.28793,            0.042419,           0.0092053,                   0,           0.0090133,           0.0090133,           0.0090133
                 301,            0.024605,           0.0091459,                   0,             0.70945,             0.56667,             0.58203,             0.30938,            0.042516,           0.0092854,                   0,             0.00901,             0.00901,             0.00901
                 302,            0.023931,            0.009402,                   0,             0.74422,                 0.5,             0.55668,             0.30633,            0.043307,            0.009625,                   0,           0.0090067,           0.0090067,           0.0090067
                 303,            0.025305,           0.0086148,                   0,             0.78394,             0.51667,             0.54114,             0.30063,            0.043084,           0.0099721,                   0,           0.0090034,           0.0090034,           0.0090034
                 304,             0.02477,           0.0086605,                   0,             0.58233,             0.56667,             0.51182,              0.2766,            0.046212,            0.010145,                   0,           0.0090001,           0.0090001,           0.0090001
                 305,            0.026148,           0.0081086,                   0,              0.5447,             0.43333,             0.44854,             0.26056,            0.044218,            0.010565,                   0,           0.0089968,           0.0089968,           0.0089968
                 306,            0.025504,           0.0088834,                   0,             0.75285,             0.58333,             0.58908,             0.32877,            0.040098,           0.0093055,                   0,           0.0089935,           0.0089935,           0.0089935
                 307,            0.025101,           0.0086853,                   0,             0.72435,             0.53333,             0.56066,             0.29261,            0.041854,           0.0093737,                   0,           0.0089902,           0.0089902,           0.0089902
                 308,            0.028051,           0.0074576,                   0,             0.74764,             0.43333,             0.51022,             0.27526,            0.042061,           0.0094843,                   0,           0.0089869,           0.0089869,           0.0089869
                 309,            0.026113,           0.0085161,                   0,             0.65937,             0.46667,             0.47583,             0.27013,            0.039936,           0.0097637,                   0,           0.0089836,           0.0089836,           0.0089836
                 310,            0.025176,           0.0084728,                   0,             0.67746,                 0.4,             0.46615,             0.26438,            0.041006,            0.009923,                   0,           0.0089803,           0.0089803,           0.0089803
                 311,             0.02548,            0.009339,                   0,             0.60559,             0.43333,             0.43507,             0.21955,            0.042181,            0.010266,                   0,            0.008977,            0.008977,            0.008977
                 312,            0.023438,           0.0086333,                   0,             0.61978,             0.40762,             0.46379,             0.22329,            0.044657,             0.01102,                   0,           0.0089737,           0.0089737,           0.0089737
                 313,            0.024217,           0.0089199,                   0,             0.75263,             0.38333,             0.47057,             0.24687,            0.043151,            0.010608,                   0,           0.0089704,           0.0089704,           0.0089704
                 314,               0.022,           0.0081546,                   0,             0.67362,             0.41667,             0.46802,              0.2346,            0.042318,            0.010395,                   0,           0.0089671,           0.0089671,           0.0089671
                 315,            0.023413,           0.0082742,                   0,             0.63041,             0.42652,             0.49097,             0.23858,            0.041793,             0.01036,                   0,           0.0089638,           0.0089638,           0.0089638
                 316,             0.02335,           0.0081642,                   0,             0.72806,                0.45,             0.50952,             0.24111,            0.042179,             0.01019,                   0,           0.0089605,           0.0089605,           0.0089605
                 317,            0.024297,           0.0081808,                   0,             0.74537,             0.48333,             0.55562,              0.2764,            0.041048,            0.010145,                   0,           0.0089572,           0.0089572,           0.0089572
                 318,            0.025834,           0.0083278,                   0,             0.70308,             0.47369,              0.5516,             0.27281,            0.042291,            0.010421,                   0,           0.0089539,           0.0089539,           0.0089539
                 319,            0.025542,           0.0095263,                   0,             0.79453,             0.51561,             0.56246,             0.29424,            0.042171,            0.010423,                   0,           0.0089506,           0.0089506,           0.0089506
                 320,            0.024731,           0.0074662,                   0,             0.68815,              0.5517,             0.56536,             0.27913,            0.043958,             0.01025,                   0,           0.0089473,           0.0089473,           0.0089473
                 321,            0.023962,           0.0070955,                   0,             0.79429,                 0.5,             0.54535,             0.27664,            0.042312,            0.010325,                   0,            0.008944,            0.008944,            0.008944
                 322,            0.024062,           0.0084921,                   0,             0.63014,             0.51667,              0.4911,             0.24749,            0.043333,           0.0099692,                   0,           0.0089407,           0.0089407,           0.0089407
                 323,            0.024565,           0.0085086,                   0,             0.67101,             0.53333,             0.52784,             0.25466,            0.044412,            0.010134,                   0,           0.0089374,           0.0089374,           0.0089374
                 324,            0.024263,           0.0078932,                   0,             0.60555,             0.51667,              0.5083,             0.27384,            0.044225,            0.010057,                   0,           0.0089341,           0.0089341,           0.0089341
                 325,            0.025792,           0.0086075,                   0,             0.61797,                 0.5,             0.50407,             0.27673,            0.044133,            0.010306,                   0,           0.0089308,           0.0089308,           0.0089308
                 326,            0.027388,           0.0089416,                   0,             0.71677,             0.46403,             0.52866,             0.28215,            0.043143,            0.010535,                   0,           0.0089275,           0.0089275,           0.0089275
                 327,            0.024821,           0.0080876,                   0,             0.65294,                0.45,             0.50346,             0.28419,            0.042488,            0.010225,                   0,           0.0089242,           0.0089242,           0.0089242
                 328,            0.026158,           0.0076213,                   0,             0.74336,             0.46667,             0.50255,              0.2841,            0.041566,            0.010223,                   0,           0.0089209,           0.0089209,           0.0089209
                 329,            0.023946,           0.0076028,                   0,             0.70558,             0.43333,             0.50501,             0.28434,            0.042894,            0.010513,                   0,           0.0089176,           0.0089176,           0.0089176
                 330,             0.02421,           0.0092555,                   0,             0.88655,             0.39089,             0.51202,             0.28869,            0.044339,            0.010327,                   0,           0.0089143,           0.0089143,           0.0089143
                 331,            0.023212,           0.0075853,                   0,             0.65018,                 0.5,             0.52735,             0.29206,            0.043758,           0.0098181,                   0,            0.008911,            0.008911,            0.008911
                 332,            0.023102,           0.0072425,                   0,              0.8115,             0.46667,             0.51953,             0.30347,            0.043839,           0.0096478,                   0,           0.0089077,           0.0089077,           0.0089077
